block_id,group_id,signature,file,branch_type,start_line,end_line,entity_count,incoming_dependency_count,outgoing_dependency_count,high_relevance_dependency_count,medium_relevance_dependency_count,low_relevance_dependency_count,dominant_entity_roles,observed_product_set
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,IF,8,51,10,16,25,0,0,25,UNKNOWN:10,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,IF,8,332,46,270,282,0,0,282,DOMAIN_SUPPORT:1|APPLICATION_ORCHESTRATION:2|UNKNOWN:43,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:26-27,G7,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,IF,26,27,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:IF:8-41,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,IF,8,41,2,5,6,0,0,6,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:IF:9-10,G3,TankWar_P1|TankWar_P2|TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,IF,9,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:ELIF:11-12,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,ELIF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:ELIF:13-14,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,ELIF,13,14,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21:IF:8-24,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21,IF,8,24,4,3,2,0,0,2,UNKNOWN:4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,IF,8,80,25,102,45,0,0,45,UNKNOWN:25,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23:IF:7-99,G7,TankWar_P1 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23,IF,7,99,10,20,22,0,0,22,APPLICATION_ORCHESTRATION:1|UNKNOWN:9,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset24:IF:7-24,G7,TankWar_P1 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset24,IF,7,24,4,9,6,0,0,6,UNKNOWN:4,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset25:IF:7-10,G7,TankWar_P1 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset25,IF,7,10,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26:IF:7-21,G7,TankWar_P1 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26,IF,7,21,3,3,0,0,0,0,UNKNOWN:3,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26:IF:10-11,G18,TankWar_P3|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26,IF,10,11,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27:IF:7-116,G7,TankWar_P1 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27,IF,7,116,6,29,23,0,0,23,UNKNOWN:6,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57,G7,TankWar_P1 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,IF,7,57,14,12,22,0,0,22,UNKNOWN:14,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:8-9,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,IF,8,9,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:13-15,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,IF,13,15,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:ELIF:16-17,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,ELIF,16,17,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:ELIF:18-19,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,ELIF,18,19,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:ELIF:20-21,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,ELIF,20,21,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:26-27,G18,TankWar_P3|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,IF,26,27,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:ELIF:28-29,G11,TankWar_P1|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28,ELIF,28,29,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:6-26,G8,TankWar_P1 | TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29,IF,6,26,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:7-8,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29,IF,7,8,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:12-13,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29,IF,12,13,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:ELIF:14-15,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29,ELIF,14,15,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:ELIF:16-17,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29,ELIF,16,17,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,IF,8,44,7,16,7,0,0,7,UNKNOWN:7,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:9-10,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,IF,9,10,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:14-15,G15,TankWar_P2|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,IF,14,15,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:6-40,G16,TankWar_P2 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30,IF,6,40,2,0,6,0,0,6,UNKNOWN:2,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:9-10,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30,IF,9,10,1,0,1,0,0,1,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:ELIF:11-13,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30,ELIF,11,13,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:ELIF:14-16,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30,ELIF,14,16,1,0,1,0,0,1,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,IF,6,25,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:7-8,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,IF,7,8,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:12-13,G6,TankWar_P1|TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,IF,12,13,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:ELIF:14-16,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,ELIF,14,16,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,IF,6,40,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:24-26,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,IF,24,26,1,0,1,0,0,1,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:27-29,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,ELIF,27,29,1,0,1,0,0,1,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:30-31,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,ELIF,30,31,1,0,1,0,0,1,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,IF,6,23,2,0,2,0,0,2,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:7-8,G6,TankWar_P1|TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,IF,7,8,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:ELIF:9-10,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,ELIF,9,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39,G8,TankWar_P1 | TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,IF,6,39,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:25-26,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,IF,25,26,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:27-28,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,ELIF,27,28,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:29-30,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,ELIF,29,30,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37,G16,TankWar_P2 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,IF,6,37,2,0,1,0,0,1,UNKNOWN:2,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:24-26,G21,TankWar_P4|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,IF,24,26,1,0,1,0,0,1,UNKNOWN:1,TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:ELIF:27-28,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,ELIF,27,28,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,IF,6,27,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:7-8,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,IF,7,8,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:12-13,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,IF,12,13,1,0,1,0,0,1,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:14-15,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,ELIF,14,15,1,0,1,0,0,1,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:16-18,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,ELIF,16,18,1,0,1,0,0,1,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:6-37,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,IF,6,37,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:24-26,G6,TankWar_P1|TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,IF,24,26,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:ELIF:27-28,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,ELIF,27,28,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:6-25,G16,TankWar_P2 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,IF,6,25,2,0,1,0,0,1,UNKNOWN:2,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:9-11,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,IF,9,11,1,0,1,0,0,1,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:12-14,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,ELIF,12,14,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:15-16,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,ELIF,15,16,1,0,1,0,0,1,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,G8,TankWar_P1 | TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,IF,6,46,5,8,9,0,0,9,UNKNOWN:5,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:9-11,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,IF,9,11,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:ELIF:12-13,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,ELIF,12,13,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:ELIF:14-15,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,ELIF,14,15,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4,IF,8,26,6,4,3,0,0,3,UNKNOWN:6,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:6-39,G10,TankWar_P1 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,IF,6,39,2,0,0,0,0,0,UNKNOWN:2,TankWar_P1|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:25-26,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,IF,25,26,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:ELIF:27-28,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,ELIF,27,28,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
