block_id,group_id,signature,entity_id,entity_kind,qualified_name,entity_role,domain_score,variability_score,file,start_line,end_line,observed_product_set
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11:IF:8-132,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E56,CONSTRUCTOR,MapInfo.MapInfo,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11,45,49,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11:IF:8-132,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E57,METHOD,MapInfo.readMap,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11,50,131,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset12:IF:8-10,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E58,CLASS,MIDlet,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset12,9,10,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:ELIF:29-31,G17,TankWar_P3,E60,CLASS,Maler$$fuer_PC,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,31,358,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:ELIF:32-33,G12,TankWar_P2,E61,CLASS,Maler$$fuer_PC,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,33,358,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:IF:26-28,G10,TankWar_P1|TankWar_P4|TankWar_P5,E59,CLASS,Maler$$fuer_PC,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,28,358,TankWar_P1|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:IF:8-358,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E62,FIELD,Maler$$fuer_PC.images,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,35,35,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:IF:8-358,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E63,CONSTRUCTOR,Maler$$fuer_PC.Maler$$fuer_PC,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,36,38,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:IF:8-358,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E64,METHOD,Maler$$fuer_PC.drawImage,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,39,353,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13:IF:8-358,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E65,METHOD,Maler$$fuer_PC.loadimage,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13,354,357,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E66,CLASS,Tank$$TankWar,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,14,384,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E67,FIELD,Tank$$TankWar.geschwindigkeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,15,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E68,FIELD,Tank$$TankWar.xf_Koordinate,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,15,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E69,FIELD,Tank$$TankWar.yf_Koordinate,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,15,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E70,FIELD,Tank$$TankWar.currTime,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,16,16,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E71,FIELD,Tank$$TankWar.time,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,17,17,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E72,FIELD,Tank$$TankWar.time1,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,17,17,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E73,FIELD,Tank$$TankWar.missileType,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,18,18,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E74,FIELD,Tank$$TankWar.feuernKontroller,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,19,19,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E75,FIELD,Tank$$TankWar.feuernHaufigkeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,20,20,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E76,FIELD,Tank$$TankWar.energie,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,21,21,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E77,FIELD,Tank$$TankWar.random,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,22,22,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E78,FIELD,Tank$$TankWar.aktive,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,23,23,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E79,FIELD,Tank$$TankWar.feuern,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,24,24,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E80,FIELD,Tank$$TankWar.keyDown,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,25,25,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E81,FIELD,Tank$$TankWar.keyLeft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,25,25,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E82,FIELD,Tank$$TankWar.keyRight,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,25,25,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E83,FIELD,Tank$$TankWar.keyUp,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,25,25,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E84,FIELD,Tank$$TankWar.flachHeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,26,26,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
