candidate_id,source_block_id,target_block_id,source_product_set,target_product_set,product_set_relation,dependency_kinds,candidate_category,method_call_count,constructor_call_count,field_reference_count,extends_count,implements_count,distinct_source_entity_count,distinct_target_entity_count,distinct_source_block_count,distinct_target_block_count,distinct_file_count,referenced_entities,merged_dependency_count,structural_strength,domain_relevance,product_set_support,direction_support,same_feature_possibility,shared_support_possibility,common_context_possibility,resolution_confidence,interpretation_categories,requires_relevance,relevance_reasons,caution_reasons,exclusion_reasons,target_presence_scope,target_entity_count,referenced_target_entity_count,target_scope_coarseness,target_scope_quality,referenced_target_entities,referenced_target_methods,referenced_target_fields,target_declaration_ranges,primary_target_entity,primary_target_operation,primary_target_declaration,primary_target_presence_scope,primary_target_feature_specificity,primary_selection_reason,primary_evidence_relation_id,primary_evidence_source_entity,primary_evidence_source_entity_type,primary_evidence_target_entity_type,primary_evidence_dependency_kind,primary_evidence_source_file,primary_evidence_source_line,alternative_target_entities,common_target_entities,feature_specific_target_entities,evidence_snippets
RC-0173,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,1,0,0,1,1,1,1,1,Tool$$Tools.currTime,1,LOW,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=LOW;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.currTime,,Tool$$Tools.currTime,Tool$$Tools.currTime@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11-11,Tool$$Tools.currTime,,Tool$$Tools.currTime@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11-11,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D653,Tool$$Tools.init,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,19,,Tool$$Tools.currTime,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:19 `currTime = time;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11 `protected long currTime;`
RC-0174,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,2,0,0,1,1,1,1,1,Tool$$Tools.time,2,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.time,,Tool$$Tools.time,Tool$$Tools.time@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10-10,Tool$$Tools.time,,Tool$$Tools.time@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10-10,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D652,Tool$$Tools.init,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,19,,Tool$$Tools.time,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:18 `time = System.currentTimeMillis();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10 `protected long time;` || FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:19 `currTime = time;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10 `protected long time;`
RC-0175,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,2,0,0,1,1,1,1,1,Tool$$Tools.currTime,2,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.currTime,,Tool$$Tools.currTime,Tool$$Tools.currTime@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11-11,Tool$$Tools.currTime,,Tool$$Tools.currTime@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11-11,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D655,Tool$$Tools.malen,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,23,,Tool$$Tools.currTime,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:22 `long elapsedTime = System.currentTimeMillis() - currTime;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11 `protected long currTime;` || FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:23 `currTime += elapsedTime;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:11 `protected long currTime;`
RC-0176,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,2,0,0,1,1,1,1,1,Tool$$Tools.time,2,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.time,,Tool$$Tools.time,Tool$$Tools.time@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10-10,Tool$$Tools.time,,Tool$$Tools.time@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10-10,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D657,Tool$$Tools.malen,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,27,,Tool$$Tools.time,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:25 `time += elapsedTime;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10 `protected long time;` || FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:27 `if (System.currentTimeMillis() - time > 15000) {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:10 `protected long time;`
RC-0177,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,1,0,0,0,0,1,1,1,1,1,Tool$$Tools.toolMalen,1,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.toolMalen,Tool$$Tools.toolMalen,,Tool$$Tools.toolMalen@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:33-35,Tool$$Tools.toolMalen,Tool$$Tools.toolMalen,Tool$$Tools.toolMalen@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:33-35,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D660,Tool$$Tools.malen,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,31,,Tool$$Tools.toolMalen,,METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:31 `toolMalen();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:33 `protected void toolMalen() {`
RC-0178,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,1,0,0,0,0,1,1,1,1,1,Tool$$Tools.treffenErkennen,1,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.treffenErkennen,Tool$$Tools.treffenErkennen,,Tool$$Tools.treffenErkennen@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:36-47,Tool$$Tools.treffenErkennen,Tool$$Tools.treffenErkennen,Tool$$Tools.treffenErkennen@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:36-47,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D659,Tool$$Tools.malen,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,30,,Tool$$Tools.treffenErkennen,,METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:30 `treffenErkennen();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:36 `protected void treffenErkennen() {`
RC-0179,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,2,0,0,0,0,1,1,1,1,1,Tool$$Tools.remove,2,HIGH,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=HIGH;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.remove,Tool$$Tools.remove,,Tool$$Tools.remove@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:48-50,Tool$$Tools.remove,Tool$$Tools.remove,Tool$$Tools.remove@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:48-50,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D672,Tool$$Tools.treffenErkennen,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,45,,Tool$$Tools.remove,,METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:40 `remove();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:48 `protected void remove() {` || METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:45 `remove();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:48 `protected void remove() {`
RC-0180,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,2,0,0,1,1,1,1,1,Tool$$Tools.tankId,2,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,10,1,10.000,COARSE_TARGET_SCOPE,Tool$$Tools.tankId,,Tool$$Tools.tankId,Tool$$Tools.tankId@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:12-12,Tool$$Tools.tankId,,Tool$$Tools.tankId@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:12-12,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D669,Tool$$Tools.treffenErkennen,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,44,,Tool$$Tools.tankId,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:39 `tankId = tankManager.tank1.id;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:12 `protected int tankId;` || FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:44 `tankId = tankManager.tank2.id;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:12 `protected int tankId;`
RC-0181,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,EXTENDS,REJECTED_TRIVIAL_OR_INVALID,0,0,0,1,0,1,1,1,1,1,GameObject,1,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,25,1,25.000,COARSE_TARGET_SCOPE,GameObject,,,GameObject@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:10-80,GameObject,,GameObject@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:10-80,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D674,Tool$$Tools,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,9,,GameObject,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:9 `abstract class Tool$$Tools extends GameObject {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:10 `public class GameObject {`
RC-0182,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,1,0,0,1,1,1,1,1,GameObject.id,1,LOW,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=LOW;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,25,1,25.000,COARSE_TARGET_SCOPE,GameObject.id,,GameObject.id,GameObject.id@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15-15,GameObject.id,,GameObject.id@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15-15,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D650,Tool$$Tools.init,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,17,,GameObject.id,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:17 `((Tool) this).id = ((Tool) this).hashCode();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15 `protected int id;`
RC-0183,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,2,0,0,1,1,1,1,1,GameObject.id,2,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,25,1,25.000,COARSE_TARGET_SCOPE,GameObject.id,,GameObject.id,GameObject.id@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15-15,GameObject.id,,GameObject.id@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15-15,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D670,Tool$$Tools.treffenErkennen,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,44,,GameObject.id,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:39 `tankId = tankManager.tank1.id;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15 `protected int id;` || FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:44 `tankId = tankManager.tank2.id;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:15 `protected int id;`
RC-0184,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,1,0,0,1,1,1,1,1,TankManager$$Tools.toolMenge,1,LOW,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=LOW;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,7,1,7.000,COARSE_TARGET_SCOPE,TankManager$$Tools.toolMenge,,TankManager$$Tools.toolMenge,TankManager$$Tools.toolMenge@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:18-18,TankManager$$Tools.toolMenge,,TankManager$$Tools.toolMenge@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:18-18,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D658,Tool$$Tools.malen,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,28,,TankManager$$Tools.toolMenge,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:28 `tankManager.toolMenge.removeElement(((Tool) this));` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:18 `protected Vector toolMenge = new Vector();`
